53,4,1,2,1,2231,0,1,1,14,7,272,3,-1,0,0,1
48,7,1,2,1,3064,0,1,2,15,7,159,2,-1,0,0,1
57,3,1,2,1,82,1,0,2,4,2,140,1,-1,0,0,1
33,5,0,3,1,2155,1,1,1,17,11,295,1,-1,0,0,1
36,11,0,2,1,101,0,0,0,26,5,314,1,-1,0,0,1
54,6,2,2,1,784,0,0,0,15,5,579,1,-1,0,0,1
41,4,1,1,1,-516,1,0,2,8,7,554,3,-1,0,0,1
63,11,1,2,1,415,0,1,1,7,10,323,1,-1,0,0,1
48,3,1,3,1,5887,1,1,1,13,8,227,2,-1,0,0,1
48,2,1,2,1,1355,1,1,1,4,7,134,2,-1,0,0,1
56,7,1,2,1,16873,1,1,1,7,10,223,1,-1,0,0,1
51,4,2,2,1,203,0,1,1,8,5,134,1,170,5,2,1
31,2,1,2,1,338,0,1,1,28,1,155,1,-1,0,0,1
29,6,1,2,1,444,0,1,1,21,7,130,4,-1,0,0,1
41,3,1,2,1,0,1,0,1,7,7,630,3,-1,0,0,1
32,6,0,3,1,360,1,1,1,19,11,164,2,-1,0,0,1
37,3,1,3,1,0,1,1,1,16,7,268,2,182,3,1,0
42,8,2,3,0,2,0,1,0,5,5,380,1,-1,0,0,1
31,3,0,3,1,6248,0,1,0,9,5,154,2,-1,0,0,1
41,2,1,3,1,412,0,1,0,3,6,154,5,-1,0,0,1
56,11,1,2,1,344,0,1,0,15,5,221,1,-1,0,0,1
54,3,2,3,1,3222,1,1,1,14,8,67,2,-1,0,0,1
41,4,2,2,1,174,0,1,1,14,5,367,2,297,1,3,1
40,6,0,2,1,591,1,0,1,14,8,87,6,-1,0,0,1
50,4,2,1,1,388,1,1,1,5,2,701,1,-1,0,0,1
40,1,1,2,1,219,0,1,1,17,11,204,2,196,1,2,1
27,7,2,2,1,451,0,1,1,16,7,652,1,-1,0,0,0
60,11,1,1,1,5,1,1,1,26,8,63,2,-1,0,0,1
28,7,0,2,1,177,0,0,1,6,5,150,1,-1,0,0,1
52,2,1,2,1,657,1,1,2,7,7,398,2,460,2,2,0
37,3,1,3,1,1315,1,1,1,30,6,224,1,-1,0,0,0
51,4,1,1,1,1466,0,1,0,7,5,406,2,-1,0,0,1
41,6,0,2,1,879,1,0,1,7,7,60,4,-1,0,0,1
35,4,0,1,1,293,0,1,0,30,5,521,2,-1,0,0,1
38,7,1,2,1,424,0,1,1,17,4,279,1,-1,0,0,1
34,4,1,2,1,1831,0,1,0,20,5,203,2,-1,0,0,1
39,4,1,1,1,111,1,1,1,18,11,201,2,-1,0,0,1
34,4,1,1,1,455,0,1,0,20,6,372,3,-1,0,0,1
27,2,0,2,1,-195,0,1,1,18,5,391,1,-1,0,0,0
32,3,0,3,1,3616,1,1,1,14,8,165,2,-1,0,0,1
57,4,1,2,1,14093,1,1,1,11,8,231,5,-1,0,0,1
41,0,0,3,1,1567,1,1,1,1,7,291,2,-1,0,0,1
41,7,1,3,1,5426,0,1,0,14,5,149,2,-1,0,0,1
30,7,0,3,1,261,1,1,1,19,10,233,1,137,20,2,1
36,4,2,2,1,2843,1,1,1,12,2,473,1,182,1,1,1
31,1,0,1,1,406,1,1,1,4,2,736,1,-1,0,0,0
36,4,1,2,1,0,0,1,0,6,5,337,1,-1,0,0,1
38,3,0,3,1,493,0,1,1,11,5,553,1,367,7,2,1
49,6,1,2,1,5996,1,1,2,21,11,345,2,-1,0,0,1
57,2,0,1,1,3777,0,1,2,13,5,65,2,-1,0,0,1
34,3,0,2,1,524,1,1,0,13,8,9,1,-1,0,0,1
32,3,0,3,1,574,0,1,1,14,4,259,2,145,3,2,1
37,4,1,2,1,427,0,0,0,9,6,371,3,-1,0,0,1
33,5,1,3,1,483,0,1,1,3,2,280,2,-1,0,0,1
56,1,1,1,1,3391,1,1,1,21,4,243,1,-1,0,0,0
27,9,1,1,1,0,0,1,1,23,7,435,3,-1,0,0,1
21,10,0,2,1,2488,1,1,1,30,6,258,6,169,3,1,0
58,3,1,3,1,1517,0,1,2,29,7,7,5,-1,0,0,1
32,5,1,2,1,217,0,0,1,15,7,317,5,-1,0,0,1
33,4,0,2,1,22,1,1,1,30,1,76,2,207,1,2,1
25,10,0,2,1,331,1,1,2,26,8,170,4,-1,0,0,0
25,6,0,2,1,505,1,0,1,17,11,386,2,-1,0,0,0
30,2,1,2,1,1808,0,1,1,18,5,83,2,-1,0,0,1
22,7,0,2,1,4111,1,0,1,19,8,65,1,-1,0,0,1
39,4,1,1,1,52,1,1,1,13,8,69,1,-1,0,0,1
46,3,2,3,1,25,1,1,0,17,6,564,2,-1,0,0,1
31,7,2,2,1,1890,0,1,1,21,7,588,1,-1,0,0,1
45,4,1,1,1,419,1,1,1,18,8,113,4,-1,0,0,1
32,6,1,2,1,2693,0,1,0,21,5,16,1,-1,0,0,1
36,4,1,2,1,-231,1,0,1,15,7,779,2,-1,0,0,1
51,3,0,3,0,-55,0,1,1,11,5,281,2,266,6,2,1
34,5,0,3,1,462,1,1,1,21,8,1877,3,-1,0,0,0
24,1,0,2,1,119,1,1,0,15,9,51,1,-1,0,0,1
45,6,0,2,1,586,1,0,1,28,7,32,3,-1,0,0,1
32,4,0,2,1,228,1,1,2,5,2,176,1,288,3,2,1
77,11,2,3,1,4659,1,1,1,14,4,161,1,-1,0,0,0
41,4,1,1,1,168,0,1,1,18,11,187,3,-1,0,0,1
37,4,1,1,1,0,0,1,0,26,5,24,1,-1,0,0,1
43,4,1,0,0,-715,0,1,0,30,5,67,3,-1,0,0,1
48,7,1,0,1,0,0,1,1,8,5,85,1,168,2,2,1
27,6,0,2,1,769,0,1,0,9,5,317,2,-1,0,0,1
33,3,0,3,1,0,1,1,1,28,8,236,10,-1,0,0,1
29,7,0,2,1,428,0,0,1,7,5,54,1,345,2,2,1
34,3,0,3,1,0,1,1,1,5,2,71,1,-1,0,0,1
52,3,1,3,1,-970,0,1,1,4,2,489,1,-1,0,0,0
60,3,1,0,1,6313,1,1,0,19,6,39,2,-1,0,0,1
32,3,2,3,1,948,1,1,1,12,8,204,2,-1,0,0,1
32,3,0,3,1,0,0,1,1,22,7,455,2,-1,0,0,1
56,2,2,0,1,1877,0,1,0,30,5,86,1,-1,0,0,1
31,3,0,3,1,874,0,1,1,18,11,190,2,-1,0,0,1
42,7,1,2,1,323,0,0,0,8,5,280,2,-1,0,0,1
35,3,1,3,1,106,1,0,1,11,8,588,2,-1,0,0,1
56,11,1,1,1,1906,1,0,0,19,6,45,9,-1,0,0,1
48,6,1,2,1,1152,0,1,1,21,7,168,5,-1,0,0,1
46,7,1,2,1,179,0,1,1,29,1,194,4,436,1,3,1
37,6,0,0,1,391,0,1,0,8,5,103,3,-1,0,0,1
41,8,1,0,1,89,0,1,0,6,5,333,2,-1,0,0,1
36,3,0,3,1,442,0,0,1,29,7,102,3,-1,0,0,1
45,1,2,1,0,-249,0,0,0,1,7,92,1,-1,0,0,1
55,8,1,2,1,8104,1,1,1,6,2,213,2,-1,0,0,1
39,6,1,2,1,501,1,1,0,26,5,289,1,-1,0,0,1
35,6,2,2,1,308,1,1,1,22,8,77,2,-1,0,0,1
55,7,1,2,1,602,1,1,1,1,6,324,3,90,2,1,0
55,6,1,2,1,273,0,1,1,29,1,84,3,183,3,2,1
27,5,0,2,1,50,1,1,1,29,1,168,1,-1,0,0,1
34,6,1,2,1,1641,0,1,1,17,4,380,1,-1,0,0,1
34,4,1,3,1,20,1,1,0,4,10,10,1,-1,0,0,1
25,7,0,2,1,4590,0,1,0,28,5,199,2,-1,0,0,1
41,7,0,2,1,-256,1,0,0,9,5,35,3,-1,0,0,1
43,2,1,2,1,978,0,0,0,26,5,82,2,-1,0,0,1
28,3,0,3,1,80,1,1,1,20,10,676,2,146,2,2,0
31,7,0,2,1,2104,0,1,0,3,6,455,1,-1,0,0,1
78,9,1,2,1,499,1,1,2,16,3,80,4,-1,0,0,1
45,4,2,2,1,1269,0,1,1,29,1,549,2,-1,0,0,1
48,6,1,3,1,310,1,1,0,6,5,135,1,-1,0,0,1
32,4,0,2,1,1143,0,0,1,10,7,412,1,-1,0,0,1
42,6,1,2,1,2980,1,1,0,20,6,101,3,-1,0,0,1
37,3,0,3,1,37,1,1,1,28,1,253,2,-1,0,0,1
40,7,0,2,1,462,0,0,1,6,4,272,1,335,4,3,1
32,7,1,2,1,1031,0,1,1,17,7,84,1,-1,0,0,1
42,3,1,3,1,9009,1,1,1,20,11,135,2,-1,0,0,1
43,7,1,2,1,-465,0,0,1,23,7,166,1,-1,0,0,1
44,7,1,2,1,5181,0,0,1,31,7,18,7,-1,0,0,1
37,7,1,2,1,176,0,1,1,5,5,147,2,347,1,2,1
37,0,1,0,1,1699,1,1,0,9,6,63,1,-1,0,0,1
37,7,1,3,1,0,0,1,1,17,11,65,2,119,1,2,1
28,6,0,3,1,172,0,0,1,2,2,194,2,-1,0,0,1
32,2,0,2,1,0,1,0,1,11,7,333,2,-1,0,0,1
34,7,0,2,1,6979,0,1,1,15,5,14,5,-1,0,0,1
40,7,2,2,1,6,1,1,0,11,6,140,1,-1,0,0,1
34,2,1,2,1,-62,0,1,0,16,6,109,3,-1,0,0,1
34,5,1,3,1,1972,0,1,1,23,7,61,2,-1,0,0,1
34,7,1,3,1,899,0,1,2,19,11,377,3,7,4,1,1
37,2,0,2,1,21,0,1,1,2,2,96,1,271,2,3,1
36,6,1,2,1,23,0,1,1,8,5,152,2,347,1,2,1
56,11,1,2,1,-1206,0,1,1,15,6,382,2,-1,0,0,0
49,4,1,1,1,0,0,0,2,23,7,97,6,-1,0,0,1
33,5,1,2,1,215,0,1,1,29,7,543,12,-1,0,0,1
30,3,0,3,1,1372,1,1,1,20,11,240,2,-1,0,0,1
36,2,1,2,1,1981,1,1,0,17,6,48,2,-1,0,0,1
23,10,0,2,1,9216,1,1,1,5,6,471,2,-1,0,0,1
57,11,2,2,1,39,0,1,1,30,7,354,3,-1,0,0,1
27,4,0,2,1,5563,0,1,0,30,5,435,2,-1,0,0,1
38,2,1,2,1,1,1,0,1,21,11,152,2,-1,0,0,1
42,6,1,3,1,782,1,1,1,3,4,285,1,-1,0,0,1
75,11,1,2,1,3771,1,1,2,15,4,185,1,181,2,1,0
34,6,0,3,1,992,0,1,1,4,5,301,1,88,2,1,1
48,6,1,2,1,1526,1,1,1,6,8,273,2,-1,0,0,1
35,6,0,3,1,2658,0,1,1,19,8,768,2,141,3,2,0
39,3,2,3,1,1315,0,1,1,19,11,1337,4,126,1,2,1
29,4,0,3,1,455,1,1,2,21,4,403,1,-1,0,0,0
45,6,0,3,1,0,0,1,1,18,11,139,2,-1,0,0,1
42,6,1,2,1,2030,0,0,1,9,7,196,1,-1,0,0,1
29,6,1,2,1,1599,0,1,1,8,7,115,1,61,1,2,1
38,2,0,2,1,-196,0,1,1,2,2,60,1,271,1,2,1
56,11,1,2,1,1333,1,1,1,28,8,17,14,-1,0,0,1
36,6,0,2,1,9149,0,1,1,13,8,141,3,-1,0,0,1
25,4,0,2,1,-350,0,1,0,23,6,95,3,-1,0,0,1
38,6,1,3,1,432,0,1,1,15,5,10,2,373,1,3,1
57,5,1,2,1,11494,1,1,1,19,11,198,1,-1,0,0,1
31,3,1,3,0,-253,1,1,1,12,8,220,4,-1,0,0,1
42,3,1,3,1,372,0,1,1,3,8,654,2,-1,0,0,0
45,6,1,2,1,1410,1,1,1,11,8,71,2,-1,0,0,1
30,4,1,2,1,975,0,1,1,13,5,256,2,351,2,2,1
49,4,1,1,1,305,0,0,2,10,7,834,10,-1,0,0,1
49,2,1,2,1,400,1,1,1,21,8,151,3,-1,0,0,1
53,11,1,3,1,-22,0,1,1,31,7,20,3,-1,0,0,1
37,6,1,2,1,4030,0,1,0,26,5,178,5,-1,0,0,1
49,4,1,1,1,365,1,1,0,26,5,59,2,-1,0,0,1
41,5,1,1,1,204,1,1,1,13,8,111,7,-1,0,0,1
54,3,1,1,1,1691,0,1,1,20,11,186,1,-1,0,0,1
32,2,0,2,1,406,0,1,0,6,5,227,1,-1,0,0,1
33,6,1,2,1,-204,1,1,1,15,5,297,3,-1,0,0,1
33,6,1,2,1,359,0,1,1,20,4,210,1,242,1,3,1
36,4,1,1,1,123,0,1,1,18,5,9,1,-1,0,0,1
35,6,1,3,1,0,0,0,1,23,9,112,1,62,6,3,1
52,0,1,2,1,142,1,1,1,25,8,112,6,-1,0,0,1
40,8,1,3,1,3571,1,1,0,9,6,222,3,-1,0,0,1
44,6,0,2,1,33,0,1,1,13,5,195,3,351,10,2,1
45,4,0,2,1,0,0,1,1,26,7,768,2,91,5,1,1
30,10,0,2,1,3096,1,1,1,26,1,123,1,-1,0,0,1
48,6,2,2,0,20,1,1,1,27,8,145,3,-1,0,0,1
33,4,1,2,1,3576,0,1,1,2,4,124,1,308,2,3,1
57,6,1,0,1,206,0,1,0,5,5,216,3,-1,0,0,1
57,9,1,1,1,7082,1,1,0,6,6,69,3,-1,0,0,1
51,1,1,3,1,1634,0,1,1,22,7,168,4,-1,0,0,1
34,7,0,2,1,1,0,1,1,22,7,483,7,-1,0,0,1
50,5,1,3,1,4012,1,1,1,19,11,690,3,-1,0,0,1
44,3,1,3,1,3762,1,1,1,28,8,125,12,-1,0,0,1
27,7,1,2,1,-247,0,0,0,4,6,344,2,-1,0,0,1
50,4,1,2,1,606,0,1,0,14,5,673,2,-1,0,0,1
36,3,1,3,1,0,0,1,1,28,1,60,1,250,1,3,1
42,3,1,2,1,-189,0,1,0,12,5,247,2,-1,0,0,1
32,1,0,2,1,0,1,1,1,27,5,123,2,-1,0,0,1
42,3,1,3,1,484,0,1,1,11,7,144,2,-1,0,0,1
43,6,1,2,1,0,1,0,1,8,5,9,2,172,5,2,1
31,3,1,3,1,395,0,1,1,9,2,155,3,-1,0,0,1
32,3,1,3,1,2349,1,1,1,14,8,134,5,-1,0,0,1
55,4,2,1,1,410,1,0,1,11,7,221,2,-1,0,0,1
58,11,1,1,1,3401,0,1,1,3,2,84,3,265,2,2,1
46,4,1,1,1,222,1,1,1,8,8,71,2,-1,0,0,1
55,4,1,2,1,989,0,0,0,23,5,246,4,-1,0,0,1
34,3,1,3,1,415,1,0,1,23,7,361,2,-1,0,0,1
28,1,0,2,1,16,1,1,1,12,8,119,4,-1,0,0,1
42,6,2,3,1,7190,0,1,1,29,7,375,2,-1,0,0,1
29,4,0,2,1,482,1,0,1,10,7,1097,3,-1,0,0,0
54,9,1,2,1,209,0,0,1,25,7,97,1,-1,0,0,1
32,6,0,2,1,0,1,1,1,26,8,181,2,-1,0,0,1
39,6,0,3,1,5803,1,1,1,2,2,83,3,-1,0,0,1
53,8,1,3,1,624,1,0,1,21,7,180,4,-1,0,0,1
58,6,1,3,1,883,1,1,1,18,8,543,1,78,2,2,1
40,5,1,2,1,1516,0,0,0,23,5,373,1,-1,0,0,1
29,10,0,2,1,872,0,1,0,7,5,230,1,-1,0,0,1
33,6,1,3,1,-988,0,0,1,15,7,83,3,-1,0,0,1
38,7,0,2,1,902,0,1,2,31,7,58,13,-1,0,0,1
56,2,2,2,1,1007,1,1,1,29,7,88,6,-1,0,0,1
40,2,1,2,1,0,0,1,1,2,6,297,1,28,3,2,1
24,4,0,2,1,174,0,0,1,18,5,487,1,-1,0,0,0
46,3,1,2,1,12186,1,1,0,20,6,29,3,-1,0,0,1
35,5,1,2,1,524,0,1,1,21,11,484,4,-1,0,0,1
35,4,0,3,1,0,0,1,1,21,7,262,4,-1,0,0,1
34,6,1,2,1,4,0,1,0,15,5,644,1,-1,0,0,1
35,9,1,3,1,11219,1,1,1,12,8,699,2,79,1,2,1
38,6,0,3,1,0,1,1,1,28,8,247,2,-1,0,0,1
50,4,1,1,1,5776,1,1,1,18,11,49,3,-1,0,0,1
51,4,2,1,1,37,0,1,1,13,5,341,1,-1,0,0,1
59,5,1,3,1,593,1,1,0,13,5,64,2,-1,0,0,1
32,4,1,2,1,1148,0,1,1,20,4,121,1,-1,0,0,1
37,4,0,2,1,3561,0,1,0,2,6,98,1,-1,0,0,1
42,7,2,2,1,63,1,1,0,16,5,88,6,-1,0,0,1
40,10,1,2,1,260,1,1,0,20,6,197,6,-1,0,0,1
28,6,0,3,1,2269,0,1,0,9,5,331,1,-1,0,0,1
47,7,1,2,1,1060,0,1,0,6,6,83,3,-1,0,0,1
27,5,1,2,1,-220,0,1,0,26,5,138,2,-1,0,0,1
41,3,1,3,1,49,0,1,1,17,7,312,5,-1,0,0,1
34,7,1,3,1,69,1,0,1,4,8,120,3,1,6,1,0
50,4,1,1,1,4108,0,1,1,7,8,526,2,-1,0,0,0
47,4,1,2,1,480,0,1,0,28,5,211,2,-1,0,0,1
53,2,1,2,1,4994,1,1,1,18,8,62,6,-1,0,0,1
53,6,2,2,1,0,0,0,1,15,7,135,5,-1,0,0,1
47,3,1,3,1,3681,1,1,1,14,8,101,2,-1,0,0,1
49,8,2,0,0,-701,0,1,1,30,7,988,2,-1,0,0,0
29,3,1,3,1,451,1,1,1,28,1,451,1,-1,0,0,1
45,4,2,1,1,-311,0,1,0,23,5,1030,1,-1,0,0,0
38,8,1,2,1,593,0,0,1,24,7,1484,24,-1,0,0,0
32,4,1,2,1,759,0,1,1,9,4,317,5,-1,0,0,0
70,11,2,1,1,4531,1,1,1,18,5,445,1,-1,0,0,1
65,11,2,1,1,1840,1,1,1,1,6,383,2,188,5,2,1
56,4,1,2,1,345,0,1,2,22,7,605,1,-1,0,0,1
35,4,1,2,1,1287,0,1,1,14,7,330,2,-1,0,0,1
56,3,1,0,1,353,1,0,1,25,7,171,2,-1,0,0,1
56,6,1,2,1,205,1,0,1,23,7,442,2,-1,0,0,1
49,8,1,2,1,687,0,1,1,17,4,772,1,-1,0,0,0
38,1,1,1,1,1147,0,0,0,8,5,249,5,-1,0,0,1
35,3,1,3,1,4286,0,1,0,9,5,357,1,-1,0,0,1
38,7,1,3,1,605,1,1,1,18,11,147,2,-1,0,0,1
49,4,1,2,1,8545,0,0,1,6,5,199,7,167,1,2,1
55,3,1,0,1,559,1,1,1,28,1,271,2,-1,0,0,1
43,4,0,1,1,2,0,1,1,30,7,783,3,-1,0,0,1
43,3,1,3,1,2,1,0,1,20,8,472,2,-1,0,0,1
25,7,0,3,1,760,0,1,1,27,5,223,3,89,2,2,0
30,4,1,1,1,1317,0,1,0,21,5,395,2,-1,0,0,1
46,4,1,2,1,182,1,1,1,4,2,56,1,-1,0,0,1
50,7,1,1,1,276,1,0,0,17,6,641,6,-1,0,0,1
35,8,1,2,1,2971,1,1,1,4,5,429,4,164,2,2,0
26,1,0,2,1,1064,1,1,0,31,5,113,1,-1,0,0,1
45,7,1,0,1,1783,1,1,0,20,6,11,11,-1,0,0,1
37,4,1,2,1,-67,1,1,1,2,2,157,1,-1,0,0,1
60,5,0,3,1,179,1,0,1,29,7,79,4,-1,0,0,1
38,3,1,3,1,1199,1,1,1,4,8,178,1,1,1,1,0
47,4,1,1,1,214,0,0,0,9,6,168,1,-1,0,0,1
33,6,1,2,1,6699,1,1,1,9,11,425,1,462,1,2,1
51,1,1,2,1,1760,1,0,1,19,11,162,1,-1,0,0,1
35,8,0,3,1,145,0,1,1,18,7,799,2,-1,0,0,0
35,1,1,2,1,978,1,1,1,29,12,1370,3,209,3,1,0
48,7,0,2,1,1150,0,1,0,28,5,357,1,-1,0,0,1
37,7,1,2,1,121,1,1,1,22,7,22,6,-1,0,0,1
29,6,0,3,1,828,0,1,1,16,4,215,3,321,3,3,1
34,7,1,2,1,244,0,1,1,31,7,56,4,-1,0,0,1
32,2,1,1,1,228,0,1,1,21,7,1017,6,-1,0,0,0
30,3,0,3,1,424,1,1,1,16,4,298,4,-1,0,0,0
47,3,2,3,1,447,1,0,0,7,5,126,1,-1,0,0,1
33,4,1,1,1,-195,1,1,0,20,9,9,1,-1,0,0,1
33,3,0,3,1,1410,0,1,1,5,2,8,1,254,5,2,1
63,11,1,1,1,1084,1,1,1,14,10,201,1,183,1,1,1
51,5,2,1,1,10924,1,1,1,6,5,106,2,-1,0,0,1
41,3,1,3,1,832,0,0,1,21,11,164,1,176,1,2,1
56,11,1,3,1,478,1,1,1,5,2,97,1,-1,0,0,1
60,3,0,3,1,0,1,0,1,23,7,151,1,-1,0,0,1
41,5,0,3,1,3950,0,1,0,30,5,96,2,-1,0,0,1
37,3,0,0,1,504,0,1,1,16,4,555,1,-1,0,0,1
36,4,0,2,1,219,0,0,1,11,5,270,2,347,1,2,1
57,3,1,3,1,1602,1,1,1,29,7,339,3,-1,0,0,1
55,3,1,1,1,2587,1,1,1,4,9,328,2,94,2,1,0
44,7,1,2,1,0,0,0,0,16,5,159,1,-1,0,0,1
47,5,1,3,1,2303,0,1,1,6,5,323,2,364,1,2,1
31,4,1,2,1,1660,0,1,1,20,4,342,1,-1,0,0,1
35,3,1,3,0,32,0,1,1,21,11,180,1,-1,0,0,1
39,3,1,3,1,278,1,0,1,28,7,60,3,-1,0,0,1
50,3,1,3,1,4,1,1,1,17,11,223,1,96,2,2,1
29,3,1,3,1,318,0,1,1,18,5,1434,2,356,4,2,1
30,2,0,2,1,209,0,1,0,6,5,30,2,-1,0,0,1
46,2,1,2,1,271,0,1,0,16,5,134,4,-1,0,0,1
27,3,0,0,1,3196,1,1,1,9,2,10,2,-1,0,0,1
48,7,2,2,1,4099,1,1,1,2,4,397,2,-1,0,0,0
26,10,0,2,1,2572,0,1,1,5,5,620,1,-1,0,0,1
36,3,0,3,1,339,1,1,1,21,11,6,6,-1,0,0,1
42,4,1,1,1,0,0,0,1,7,5,209,2,-1,0,0,1
50,9,1,1,1,395,0,1,0,15,5,419,2,-1,0,0,1
49,4,1,2,1,2039,0,1,1,18,11,283,2,-1,0,0,1
45,3,1,3,1,5450,1,1,1,8,8,188,2,-1,0,0,1
23,10,0,2,1,780,1,1,1,16,9,267,1,-1,0,0,1
38,6,0,2,1,0,0,1,1,7,4,196,2,-1,0,0,1
32,3,0,3,1,8436,0,1,1,17,4,245,1,149,2,2,1
60,6,0,1,1,11262,1,1,1,26,8,323,1,-1,0,0,0
30,8,1,2,1,946,0,1,1,19,11,1065,1,183,1,3,1
58,9,1,3,1,497,1,1,0,11,6,138,5,-1,0,0,1
60,11,1,1,1,55,1,1,1,4,6,207,1,-1,0,0,1
38,2,1,2,1,-140,1,1,0,25,6,456,3,-1,0,0,1
51,6,1,2,1,-379,0,1,1,5,8,261,1,-1,0,0,1
42,7,1,2,1,-396,0,1,1,11,5,80,1,308,4,2,1
30,2,0,2,1,0,0,1,1,18,5,131,6,363,9,2,1
40,3,1,1,1,733,0,1,0,6,6,94,7,-1,0,0,1
37,3,1,3,1,393,0,1,1,14,5,567,3,275,4,2,0
53,6,2,1,1,7290,0,1,0,30,5,153,1,-1,0,0,1
27,2,0,2,1,468,0,1,1,13,5,109,1,-1,0,0,1
39,4,1,2,1,0,0,1,1,30,4,53,1,325,1,2,1
39,4,1,1,1,3705,0,1,0,16,6,77,1,-1,0,0,1
59,11,1,3,1,9676,1,1,2,27,3,234,2,-1,0,0,0
37,2,1,2,1,1328,0,1,2,13,5,121,2,341,4,2,1
41,4,1,1,1,8,0,1,1,15,7,155,2,-1,0,0,1
45,4,1,1,1,61,1,1,1,17,4,108,1,-1,0,0,1
48,3,1,3,1,6613,1,1,0,17,6,159,3,-1,0,0,1
48,6,1,2,1,302,0,1,0,26,5,208,3,-1,0,0,1
32,4,1,2,1,1005,1,1,1,12,5,215,1,-1,0,0,1
35,2,1,2,1,109,0,1,0,6,5,597,3,-1,0,0,1
33,3,0,3,1,1240,0,1,1,4,2,505,2,260,1,3,1
28,4,0,1,1,0,0,0,0,3,6,380,4,-1,0,0,1
64,11,1,0,1,2923,1,1,1,12,3,120,1,-1,0,0,1
35,6,1,2,1,0,1,1,1,27,8,106,4,-1,0,0,1
33,4,1,2,1,43,0,1,1,14,5,332,2,358,2,2,1
41,6,1,2,1,288,0,1,0,15,5,221,4,-1,0,0,1
34,7,1,2,1,613,0,1,1,4,6,80,1,-1,0,0,1
